Hospitalizations - Total,Cases - Total,Deaths - Total,Date,average_temperature,humidity_level,public_health_measures_index,vaccination_rate,population_density,healthcare_capacity,air_quality_index,average_age_of_cases,comorbidity_prevalence,economic_activity_index
13.0,84,1,02/25/2024,,,,,,,,,,
32.0,828,0,06/14/2022,,,,,,,,,,
34.0,1097,1,06/03/2022,,,,,,,,,,
3.0,44,1,07/06/2023,,,,,,,,,,
53.0,644,12,01/26/2021,,,,,,,,,,
33.0,468,6,09/21/2021,,,,,,,,,,
37.0,568,3,08/24/2021,,,,,,,,,,
33.0,477,7,09/16/2021,,,,,,,,,,
21.0,122,1,09/03/2023,,,,,,,,,,
107.0,798,34,05/21/2020,,,,,,,,,,
96.0,1264,18,11/21/2020,,,,,,,,,,
16.0,235,4,02/24/2022,,,,,,,,,,
18.0,212,1,09/07/2023,,,,,,,,,,
14.0,165,1,08/17/2023,,,,,,,,,,
30.0,454,1,02/13/2023,,,,,,,,,,
21.0,199,0,11/10/2023,,,,,,,,,,
73.0,266,20,01/01/2021,,,,,,,,,,
37.0,681,4,10/12/2020,,,,,,,,,,
26.0,153,2,01/19/2024,,,,,,,,,,
39.0,445,2,01/04/2023,,,,,,,,,,
11.0,143,2,09/06/2020,,,,,,,,,,
33.0,315,6,02/18/2021,,,,,,,,,,
67.0,609,23,12/13/2020,,,,,,,,,,
36.0,309,9,05/11/2021,,,,,,,,,,
12.0,108,1,09/24/2023,,,,,,,,,,
18.0,162,1,09/21/2023,,,,,,,,,,
116.0,1145,30,01/16/2022,,,,,,,,,,
15.0,131,2,10/27/2023,,,,,,,,,,
4.0,45,0,07/05/2023,,,,,,,,,,
108.0,1670,28,12/11/2020,,,,,,,,,,
16.0,214,0,08/29/2023,,,,,,,,,,
5.0,79,0,05/24/2023,,,,,,,,,,
25.0,364,4,10/01/2020,,,,,,,,,,
32.0,232,4,12/01/2023,,,,,,,,,,
4.0,30,2,06/19/2021,,,,,,,,,,
7.0,356,1,04/16/2022,,,,,,,,,,
106.0,2049,36,12/02/2020,,,,,,,,,,
21.0,127,1,03/19/2023,,,,,,,,,,
10.0,52,0,05/13/2023,,,,,,,,,,
30.0,252,2,09/04/2022,,,,,,,,,,
10.0,97,3,01/20/2024,,,,,,,,,,
43.0,785,13,02/01/2022,,,,,,,,,,
162.0,1074,54,04/24/2020,,,,,,,,,,
42.0,575,1,08/25/2022,,,,,,,,,,
25.0,252,1,11/06/2023,,,,,,,,,,
22.0,332,5,03/09/2021,,,,,,,,,,
127.0,1121,48,05/04/2020,,,,,,,,,,
12.0,84,1,04/16/2023,,,,,,,,,,
6.0,90,1,07/25/2023,,,,,,,,,,
17.0,158,0,02/08/2024,,,,,,,,,,
37.0,130,5,05/22/2021,,,,,,,,,,
21.0,384,4,09/28/2021,,,,,,,,,,
27.0,466,5,08/06/2021,,,,,,,,,,
6.0,197,1,03/26/2022,,,,,,,,,,
42.0,382,0,12/28/2023,,,,,,,,,,
33.0,266,5,09/12/2021,,,,,,,,,,
41.0,422,2,11/11/2022,,,,,,,,,,
24.0,133,0,03/25/2023,,,,,,,,,,
47.0,949,3,08/01/2022,,,,,,,,,,
6.0,45,1,06/27/2023,,,,,,,,,,
17.0,125,0,10/20/2023,,,,,,,,,,
1.0,29,0,06/17/2023,,,,,,,,,,
61.0,125,2,03/21/2020,,,,,,,,,,
19.0,294,1,03/15/2023,,,,,,,,,,
46.0,874,1,07/28/2022,,,,,,,,,,
28.0,543,1,11/14/2022,,,,,,,,,,
32.0,689,2,09/07/2022,,,,,,,,,,
16.0,518,4,09/15/2021,,,,,,,,,,
91.0,898,18,11/29/2020,,,,,,,,,,
28.0,298,2,07/16/2020,,,,,,,,,,
38.0,495,5,09/14/2021,,,,,,,,,,
11.0,50,2,06/28/2021,,,,,,,,,,
136.0,341,33,04/12/2020,,,,,,,,,,
21.0,176,2,10/02/2022,,,,,,,,,,
23.0,392,2,07/31/2020,,,,,,,,,,
90.0,708,28,12/06/2020,,,,,,,,,,
4.0,47,0,06/15/2023,,,,,,,,,,
19.0,198,0,02/18/2023,,,,,,,,,,
33.0,398,1,02/17/2023,,,,,,,,,,
151.0,677,31,04/16/2020,,,,,,,,,,
53.0,659,7,04/19/2021,,,,,,,,,,
3.0,77,1,06/01/2023,,,,,,,,,,
49.0,572,5,04/28/2021,,,,,,,,,,
166.0,1274,40,04/30/2020,,,,,,,,,,
21.0,94,2,01/21/2024,,,,,,,,,,
78.0,252,23,05/25/2020,,,,,,,,,,
129.0,2336,18,01/19/2022,,,,,,,,,,
17.0,115,2,08/09/2020,,,,,,,,,,
40.0,439,5,09/17/2021,,,,,,,,,,
83.0,1627,4,10/27/2020,,,,,,,,,,
156.0,459,35,04/19/2020,,,,,,,,,,
33.0,257,1,07/04/2022,,,,,,,,,,
80.0,1300,19,12/18/2020,,,,,,,,,,
20.0,525,2,06/12/2022,,,,,,,,,,
14.0,74,4,06/08/2021,,,,,,,,,,
31.0,262,0,11/20/2022,,,,,,,,,,
55.0,588,9,01/23/2021,,,,,,,,,,
24.0,420,2,09/21/2020,,,,,,,,,,
26.0,307,2,09/10/2022,,,,,,,,,,
84.0,1613,22,12/15/2020,,,,,,,,,,
10.0,159,1,09/25/2023,,,,,,,,,,
40.0,722,4,11/23/2021,,,,,,,,,,
12.0,87,1,03/12/2023,,,,,,,,,,
35.0,525,0,10/31/2022,,,,,,,,,,
42.0,499,2,11/09/2022,,,,,,,,,,
30.0,422,0,09/16/2022,,,,,,,,,,
10.0,159,0,08/14/2023,,,,,,,,,,
9.0,46,3,06/21/2021,,,,,,,,,,
23.0,1223,1,05/04/2022,,,,,,,,,,
20.0,813,1,04/28/2022,,,,,,,,,,
40.0,306,1,12/22/2023,,,,,,,,,,
11.0,200,10,10/17/2021,,,,,,,,,,
28.0,558,2,10/06/2020,,,,,,,,,,
51.0,904,3,12/20/2022,,,,,,,,,,
30.0,368,5,09/23/2021,,,,,,,,,,
27.0,110,5,06/28/2020,,,,,,,,,,
12.0,518,0,04/04/2022,,,,,,,,,,
30.0,372,1,08/20/2022,,,,,,,,,,
130.0,413,2,03/26/2020,,,,,,,,,,
39.0,787,0,08/05/2022,,,,,,,,,,
21.0,106,2,10/21/2023,,,,,,,,,,
16.0,90,3,07/05/2020,,,,,,,,,,
37.0,345,2,08/28/2022,,,,,,,,,,
10.0,124,4,02/19/2022,,,,,,,,,,
12.0,100,0,10/09/2023,,,,,,,,,,
2.0,48,0,07/11/2023,,,,,,,,,,
31.0,282,0,01/08/2024,,,,,,,,,,
11.0,134,0,08/08/2023,,,,,,,,,,
6.0,400,1,03/30/2022,,,,,,,,,,
29.0,167,1,09/27/2020,,,,,,,,,,
60.0,1053,15,01/14/2021,,,,,,,,,,
28.0,344,6,07/10/2020,,,,,,,,,,
20.0,553,3,10/05/2020,,,,,,,,,,
8.0,269,0,03/22/2022,,,,,,,,,,
25.0,326,2,07/26/2021,,,,,,,,,,
53.0,363,5,04/11/2021,,,,,,,,,,
9.0,67,3,06/14/2021,,,,,,,,,,
7.0,93,7,02/27/2022,,,,,,,,,,
63.0,511,8,12/05/2021,,,,,,,,,,
10.0,45,0,06/24/2021,,,,,,,,,,
33.0,215,2,12/24/2023,,,,,,,,,,
10.0,362,0,03/29/2022,,,,,,,,,,
15.0,205,2,09/24/2022,,,,,,,,,,
151.0,2556,26,11/16/2020,,,,,,,,,,
35.0,289,6,05/14/2021,,,,,,,,,,
1.0,85,1,07/20/2023,,,,,,,,,,
42.0,355,7,03/28/2021,,,,,,,,,,
8.0,68,0,05/07/2023,,,,,,,,,,
25.0,829,0,06/10/2022,,,,,,,,,,
18.0,96,6,07/26/2020,,,,,,,,,,
19.0,430,5,08/21/2020,,,,,,,,,,
19.0,187,0,11/18/2023,,,,,,,,,,
21.0,210,0,04/12/2023,,,,,,,,,,
19.0,397,0,03/01/2023,,,,,,,,,,
94.0,1463,26,12/21/2020,,,,,,,,,,
103.0,1460,21,12/14/2020,,,,,,,,,,
24.0,248,21,06/12/2020,,,,,,,,,,
13.0,127,0,08/27/2023,,,,,,,,,,
113.0,3986,11,12/16/2021,,,,,,,,,,
19.0,169,0,09/01/2023,,,,,,,,,,
35.0,441,2,10/20/2022,,,,,,,,,,
51.0,1196,5,10/20/2020,,,,,,,,,,
36.0,823,1,06/24/2022,,,,,,,,,,
133.0,1255,23,11/27/2020,,,,,,,,,,
29.0,933,3,07/27/2022,,,,,,,,,,
55.0,675,3,04/02/2021,,,,,,,,,,
2.0,45,1,06/13/2023,,,,,,,,,,
7.0,55,0,05/26/2023,,,,,,,,,,
5.0,107,0,07/26/2023,,,,,,,,,,
18.0,281,4,02/18/2022,,,,,,,,,,
49.0,366,11,02/10/2021,,,,,,,,,,
39.0,437,10,02/11/2021,,,,,,,,,,
9.0,509,3,04/07/2022,,,,,,,,,,
148.0,630,31,04/15/2020,,,,,,,,,,
6.0,54,1,07/02/2021,,,,,,,,,,
26.0,587,3,08/16/2021,,,,,,,,,,
31.0,462,1,11/03/2022,,,,,,,,,,
27.0,164,3,01/12/2024,,,,,,,,,,
47.0,772,9,04/14/2021,,,,,,,,,,
29.0,345,5,01/13/2023,,,,,,,,,,
37.0,362,2,08/21/2022,,,,,,,,,,
28.0,1354,3,06/01/2022,,,,,,,,,,
31.0,287,5,08/15/2021,,,,,,,,,,
7.0,55,0,06/16/2023,,,,,,,,,,
43.0,1014,1,07/11/2022,,,,,,,,,,
13.0,234,2,03/16/2022,,,,,,,,,,
11.0,305,0,03/31/2022,,,,,,,,,,
41.0,369,0,12/21/2023,,,,,,,,,,
192.0,3620,30,01/13/2022,,,,,,,,,,
40.0,382,4,11/14/2021,,,,,,,,,,
25.0,130,1,08/23/2020,,,,,,,,,,
20.0,600,2,08/11/2021,,,,,,,,,,
18.0,691,0,05/07/2022,,,,,,,,,,
13.0,256,0,03/15/2022,,,,,,,,,,
25.0,223,1,11/13/2023,,,,,,,,,,
18.0,170,0,01/31/2024,,,,,,,,,,
28.0,334,1,02/20/2023,,,,,,,,,,
37.0,239,1,12/17/2023,,,,,,,,,,
44.0,304,1,01/03/2024,,,,,,,,,,
3.0,43,0,06/30/2023,,,,,,,,,,
56.0,337,2,12/29/2023,,,,,,,,,,
5.0,56,2,06/29/2021,,,,,,,,,,
10.0,82,1,03/13/2022,,,,,,,,,,
20.0,378,4,08/05/2020,,,,,,,,,,
53.0,747,23,01/28/2022,,,,,,,,,,
25.0,133,0,11/23/2023,,,,,,,,,,
19.0,446,3,07/29/2020,,,,,,,,,,
49.0,772,2,12/13/2022,,,,,,,,,,
13.0,169,0,09/11/2023,,,,,,,,,,
38.0,570,0,12/09/2022,,,,,,,,,,
22.0,155,8,07/25/2020,,,,,,,,,,
26.0,612,3,10/08/2020,,,,,,,,,,
14.0,77,1,03/16/2020,,,,,,,,,,
26.0,234,9,06/23/2020,,,,,,,,,,
26.0,343,1,10/28/2022,,,,,,,,,,
12.0,48,0,05/28/2023,,,,,,,,,,
23.0,141,0,11/12/2023,,,,,,,,,,
43.0,120,1,12/25/2022,,,,,,,,,,
38.0,521,1,07/10/2022,,,,,,,,,,
15.0,174,4,03/07/2021,,,,,,,,,,
44.0,547,5,10/17/2020,,,,,,,,,,
13.0,144,0,10/12/2023,,,,,,,,,,
142.0,1614,30,01/15/2022,,,,,,,,,,
19.0,174,1,01/24/2024,,,,,,,,,,
7.0,75,2,07/06/2021,,,,,,,,,,
11.0,107,0,08/01/2023,,,,,,,,,,
10.0,166,0,10/23/2023,,,,,,,,,,
23.0,230,1,10/29/2022,,,,,,,,,,
45.0,411,1,11/08/2022,,,,,,,,,,
7.0,61,0,04/02/2024,,,,,,,,,,
38.0,170,20,06/06/2020,,,,,,,,,,
4.0,20,0,06/26/2021,,,,,,,,,,
31.0,171,1,01/17/2024,,,,,,,,,,
37.0,441,3,08/07/2022,,,,,,,,,,
18.0,342,5,09/11/2020,,,,,,,,,,
3.0,102,0,05/23/2023,,,,,,,,,,
47.0,619,3,12/01/2022,,,,,,,,,,
17.0,883,0,04/27/2022,,,,,,,,,,
45.0,315,8,05/13/2021,,,,,,,,,,
52.0,550,9,04/30/2021,,,,,,,,,,
22.0,201,4,01/30/2024,,,,,,,,,,
14.0,926,0,04/26/2022,,,,,,,,,,
41.0,337,17,06/05/2020,,,,,,,,,,
11.0,154,2,10/26/2023,,,,,,,,,,
14.0,63,5,07/04/2020,,,,,,,,,,
7.0,546,1,04/14/2022,,,,,,,,,,
39.0,600,4,08/19/2022,,,,,,,,,,
27.0,285,1,11/16/2023,,,,,,,,,,
16.0,311,12,02/23/2021,,,,,,,,,,
15.0,543,1,04/11/2022,,,,,,,,,,
47.0,409,10,04/24/2021,,,,,,,,,,
9.0,117,0,08/20/2023,,,,,,,,,,
6.0,48,0,07/03/2021,,,,,,,,,,
10.0,62,6,06/05/2021,,,,,,,,,,
9.0,106,3,11/05/2023,,,,,,,,,,
15.0,268,0,09/06/2023,,,,,,,,,,
13.0,218,1,04/13/2023,,,,,,,,,,
36.0,427,2,09/22/2022,,,,,,,,,,
5.0,32,2,07/01/2021,,,,,,,,,,
37.0,426,1,11/04/2022,,,,,,,,,,
6.0,54,0,07/29/2023,,,,,,,,,,
221.0,4152,20,01/02/2022,,,,,,,,,,
25.0,1100,1,06/07/2022,,,,,,,,,,
113.0,1568,14,11/07/2020,,,,,,,,,,
19.0,121,6,05/27/2021,,,,,,,,,,
29.0,288,8,07/09/2020,,,,,,,,,,
23.0,207,9,09/26/2021,,,,,,,,,,
40.0,242,1,12/24/2022,,,,,,,,,,
54.0,1022,12,01/15/2021,,,,,,,,,,
18.0,166,0,11/02/2023,,,,,,,,,,
27.0,607,2,09/12/2022,,,,,,,,,,
98.0,1598,26,01/21/2022,,,,,,,,,,
20.0,567,1,07/16/2022,,,,,,,,,,
8.0,72,0,07/18/2023,,,,,,,,,,
7.0,113,0,04/08/2023,,,,,,,,,,
32.0,365,4,09/16/2020,,,,,,,,,,
29.0,1356,1,05/23/2022,,,,,,,,,,
20.0,131,0,11/04/2023,,,,,,,,,,
13.0,144,0,08/11/2023,,,,,,,,,,
11.0,159,0,04/27/2023,,,,,,,,,,
3.0,37,0,06/26/2023,,,,,,,,,,
44.0,739,1,06/15/2022,,,,,,,,,,
9.0,53,0,04/03/2024,,,,,,,,,,
17.0,96,0,04/09/2023,,,,,,,,,,
49.0,166,9,05/09/2021,,,,,,,,,,
38.0,887,1,11/28/2022,,,,,,,,,,
26.0,123,3,09/13/2020,,,,,,,,,,
5.0,46,0,05/27/2023,,,,,,,,,,
39.0,1048,2,07/06/2022,,,,,,,,,,
5.0,30,0,06/11/2023,,,,,,,,,,
21.0,221,5,08/15/2020,,,,,,,,,,
36.0,494,0,01/09/2023,,,,,,,,,,
47.0,657,14,01/27/2021,,,,,,,,,,
224.0,4831,36,01/07/2022,,,,,,,,,,
46.0,405,2,12/18/2023,,,,,,,,,,
37.0,600,6,03/26/2021,,,,,,,,,,
22.0,152,5,10/04/2020,,,,,,,,,,
31.0,279,7,06/29/2020,,,,,,,,,,
11.0,322,5,10/20/2021,,,,,,,,,,
28.0,174,5,07/03/2020,,,,,,,,,,
11.0,145,1,02/15/2024,,,,,,,,,,
13.0,106,2,03/26/2023,,,,,,,,,,
19.0,193,0,08/24/2023,,,,,,,,,,
31.0,494,2,09/13/2022,,,,,,,,,,
6.0,74,0,10/28/2023,,,,,,,,,,
158.0,1151,44,04/29/2020,,,,,,,,,,
15.0,125,1,04/07/2023,,,,,,,,,,
45.0,317,2,12/11/2022,,,,,,,,,,
30.0,376,15,02/05/2022,,,,,,,,,,
8.0,162,0,08/16/2023,,,,,,,,,,
27.0,400,0,01/27/2023,,,,,,,,,,
12.0,121,3,02/23/2024,,,,,,,,,,
9.0,132,1,02/02/2024,,,,,,,,,,
20.0,383,3,10/05/2021,,,,,,,,,,
6.0,35,2,06/17/2021,,,,,,,,,,
12.0,183,3,03/14/2022,,,,,,,,,,
46.0,970,0,07/21/2022,,,,,,,,,,
41.0,645,2,08/31/2022,,,,,,,,,,
24.0,360,0,09/29/2022,,,,,,,,,,
28.0,483,9,03/17/2021,,,,,,,,,,
76.0,1539,8,10/26/2020,,,,,,,,,,
38.0,365,11,05/07/2021,,,,,,,,,,
18.0,203,2,10/23/2022,,,,,,,,,,
39.0,420,1,01/06/2023,,,,,,,,,,
28.0,451,3,03/16/2021,,,,,,,,,,
28.0,359,3,08/28/2021,,,,,,,,,,
64.0,638,9,04/15/2021,,,,,,,,,,
37.0,953,3,10/16/2020,,,,,,,,,,
11.0,52,7,05/30/2021,,,,,,,,,,
17.0,192,0,04/18/2023,,,,,,,,,,
18.0,383,4,10/07/2021,,,,,,,,,,
10.0,86,0,10/29/2023,,,,,,,,,,
64.0,1207,15,12/10/2021,,,,,,,,,,
3.0,32,3,06/22/2021,,,,,,,,,,
32.0,368,6,03/15/2021,,,,,,,,,,
26.0,312,2,03/01/2021,,,,,,,,,,
23.0,128,5,06/01/2021,,,,,,,,,,
46.0,607,10,01/28/2021,,,,,,,,,,
17.0,173,0,04/24/2023,,,,,,,,,,
33.0,185,0,12/02/2023,,,,,,,,,,
79.0,611,4,12/04/2021,,,,,,,,,,
5.0,48,0,04/13/2024,,,,,,,,,,
7.0,69,1,03/08/2024,,,,,,,,,,
54.0,816,1,08/09/2022,,,,,,,,,,
38.0,571,7,02/03/2021,,,,,,,,,,
28.0,649,5,11/09/2021,,,,,,,,,,
158.0,439,12,03/30/2020,,,,,,,,,,
25.0,173,6,10/10/2021,,,,,,,,,,
149.0,7509,18,12/22/2021,,,,,,,,,,
16.0,75,6,06/04/2021,,,,,,,,,,
4.0,90,0,05/30/2023,,,,,,,,,,
24.0,469,1,09/09/2022,,,,,,,,,,
109.0,1105,11,11/08/2020,,,,,,,,,,
5.0,53,2,03/09/2024,,,,,,,,,,
18.0,180,0,04/17/2023,,,,,,,,,,
25.0,260,0,03/21/2023,,,,,,,,,,
27.0,542,0,07/02/2022,,,,,,,,,,
19.0,370,0,03/13/2023,,,,,,,,,,
26.0,372,1,01/25/2023,,,,,,,,,,
25.0,732,1,05/14/2022,,,,,,,,,,
92.0,278,27,05/24/2020,,,,,,,,,,
71.0,920,8,12/03/2021,,,,,,,,,,
24.0,268,7,07/15/2020,,,,,,,,,,
252.0,5755,38,01/06/2022,,,,,,,,,,
8.0,55,0,03/26/2024,,,,,,,,,,
13.0,117,0,08/26/2023,,,,,,,,,,
3.0,20,0,06/25/2023,,,,,,,,,,
20.0,40,0,03/15/2020,,,,,,,,,,
10.0,93,1,03/07/2024,,,,,,,,,,
7.0,28,0,03/30/2024,,,,,,,,,,
13.0,81,0,03/12/2024,,,,,,,,,,
32.0,450,3,06/26/2022,,,,,,,,,,
12.0,112,4,02/20/2022,,,,,,,,,,
102.0,2739,8,12/18/2021,,,,,,,,,,
15.0,306,5,10/22/2021,,,,,,,,,,
175.0,2058,24,01/09/2022,,,,,,,,,,
22.0,94,0,02/18/2024,,,,,,,,,,
31.0,175,0,11/26/2023,,,,,,,,,,
38.0,1179,1,05/19/2022,,,,,,,,,,
67.0,160,21,12/25/2020,,,,,,,,,,
46.0,916,1,12/12/2022,,,,,,,,,,
70.0,1299,8,12/09/2021,,,,,,,,,,
24.0,310,8,10/08/2021,,,,,,,,,,
8.0,204,0,04/02/2022,,,,,,,,,,
22.0,462,2,09/30/2020,,,,,,,,,,
6.0,321,0,04/01/2022,,,,,,,,,,
20.0,282,8,02/25/2021,,,,,,,,,,
4.0,93,0,07/31/2023,,,,,,,,,,
18.0,367,3,02/16/2022,,,,,,,,,,
36.0,341,6,05/12/2021,,,,,,,,,,
33.0,213,5,02/16/2021,,,,,,,,,,
17.0,243,3,07/23/2021,,,,,,,,,,
19.0,221,2,10/23/2021,,,,,,,,,,
22.0,249,11,06/25/2020,,,,,,,,,,
5.0,35,0,04/14/2024,,,,,,,,,,
42.0,420,1,12/03/2022,,,,,,,,,,
26.0,555,3,08/18/2021,,,,,,,,,,
28.0,219,21,06/17/2020,,,,,,,,,,
5.0,40,0,04/16/2024,,,,,,,,,,
45.0,819,2,11/29/2022,,,,,,,,,,
13.0,92,0,05/25/2023,,,,,,,,,,
31.0,384,8,02/17/2021,,,,,,,,,,
146.0,292,26,04/05/2020,,,,,,,,,,
18.0,177,7,02/27/2021,,,,,,,,,,
134.0,464,45,05/03/2020,,,,,,,,,,
34.0,907,2,10/15/2020,,,,,,,,,,
28.0,605,5,11/08/2021,,,,,,,,,,
44.0,722,2,04/01/2021,,,,,,,,,,
22.0,202,0,04/03/2023,,,,,,,,,,
31.0,500,3,10/27/2022,,,,,,,,,,
4.0,42,0,04/12/2024,,,,,,,,,,
19.0,276,2,11/20/2023,,,,,,,,,,
20.0,126,0,02/27/2024,,,,,,,,,,
30.0,514,0,11/23/2022,,,,,,,,,,
10.0,153,3,03/02/2022,,,,,,,,,,
43.0,444,2,12/26/2022,,,,,,,,,,
11.0,65,0,03/18/2024,,,,,,,,,,
56.0,781,17,01/09/2021,,,,,,,,,,
8.0,109,2,03/18/2023,,,,,,,,,,
53.0,465,6,05/04/2021,,,,,,,,,,
11.0,63,0,03/27/2024,,,,,,,,,,
32.0,168,1,01/16/2024,,,,,,,,,,
12.0,57,0,03/19/2024,,,,,,,,,,
227.0,10423,15,12/28/2021,,,,,,,,,,
42.0,363,1,11/29/2023,,,,,,,,,,
42.0,736,3,03/30/2021,,,,,,,,,,
72.0,1156,12,12/07/2021,,,,,,,,,,
41.0,745,0,06/16/2022,,,,,,,,,,
61.0,818,10,01/21/2021,,,,,,,,,,
33.0,217,4,05/24/2021,,,,,,,,,,
218.0,4817,31,01/10/2022,,,,,,,,,,
43.0,464,3,11/20/2021,,,,,,,,,,
12.0,54,1,03/22/2024,,,,,,,,,,
76.0,1463,7,11/29/2021,,,,,,,,,,
33.0,275,2,01/10/2024,,,,,,,,,,
28.0,525,4,11/11/2021,,,,,,,,,,
43.0,928,1,08/03/2022,,,,,,,,,,
35.0,373,1,12/19/2023,,,,,,,,,,
174.0,3923,17,12/24/2021,,,,,,,,,,
43.0,781,3,11/22/2021,,,,,,,,,,
26.0,350,3,09/22/2020,,,,,,,,,,
37.0,353,1,11/27/2023,,,,,,,,,,
33.0,325,2,12/12/2023,,,,,,,,,,
41.0,554,7,09/13/2021,,,,,,,,,,
180.0,6919,9,12/21/2021,,,,,,,,,,
53.0,564,5,04/20/2021,,,,,,,,,,
6.0,43,0,03/16/2024,,,,,,,,,,
33.0,1611,0,05/09/2022,,,,,,,,,,
9.0,64,0,03/20/2024,,,,,,,,,,
16.0,70,0,02/24/2024,,,,,,,,,,
12.0,172,0,02/20/2024,,,,,,,,,,
19.0,142,1,10/10/2023,,,,,,,,,,
37.0,734,1,08/15/2022,,,,,,,,,,
22.0,92,0,02/10/2024,,,,,,,,,,
20.0,172,1,01/22/2024,,,,,,,,,,
7.0,69,0,03/15/2024,,,,,,,,,,
9.0,49,0,04/11/2024,,,,,,,,,,
29.0,466,2,10/17/2022,,,,,,,,,,
4.0,86,1,03/12/2022,,,,,,,,,,
4.0,42,0,05/01/2024,,,,,,,,,,
9.0,53,0,04/23/2024,,,,,,,,,,
52.0,435,2,01/05/2023,,,,,,,,,,
44.0,1124,2,07/18/2022,,,,,,,,,,
12.0,108,0,05/05/2023,,,,,,,,,,
11.0,101,1,05/12/2023,,,,,,,,,,
6.0,1,0,03/05/2020,,,,,,,,,,
20.0,125,10,06/20/2020,,,,,,,,,,
248.0,9356,13,12/29/2021,,,,,,,,,,
8.0,50,1,03/29/2024,,,,,,,,,,
10.0,65,0,03/28/2024,,,,,,,,,,
18.0,315,1,10/15/2021,,,,,,,,,,
5.0,160,0,05/03/2023,,,,,,,,,,
9.0,106,0,05/15/2023,,,,,,,,,,
249.0,9477,24,01/03/2022,,,,,,,,,,
21.0,127,1,02/16/2024,,,,,,,,,,
26.0,1053,2,05/27/2022,,,,,,,,,,
20.0,143,1,02/09/2024,,,,,,,,,,
18.0,252,1,04/11/2023,,,,,,,,,,
111.0,1989,38,01/20/2022,,,,,,,,,,
14.0,162,2,09/26/2023,,,,,,,,,,
14.0,113,0,02/28/2024,,,,,,,,,,
22.0,176,0,02/12/2023,,,,,,,,,,
11.0,45,0,04/26/2024,,,,,,,,,,
38.0,332,6,12/13/2023,,,,,,,,,,
56.0,818,0,12/14/2022,,,,,,,,,,
26.0,186,3,11/25/2023,,,,,,,,,,
19.0,173,0,10/24/2023,,,,,,,,,,
24.0,423,0,02/16/2023,,,,,,,,,,
24.0,361,4,10/13/2021,,,,,,,,,,
18.0,164,0,02/05/2023,,,,,,,,,,
29.0,386,8,02/22/2021,,,,,,,,,,
8.0,37,1,03/31/2024,,,,,,,,,,
3.0,22,1,04/20/2024,,,,,,,,,,
25.0,345,3,10/14/2022,,,,,,,,,,
10.0,252,0,04/17/2022,,,,,,,,,,
126.0,5808,13,12/20/2021,,,,,,,,,,
33.0,921,2,06/30/2022,,,,,,,,,,
39.0,922,3,06/27/2022,,,,,,,,,,
17.0,169,1,02/13/2024,,,,,,,,,,
16.0,123,0,02/29/2024,,,,,,,,,,
18.0,198,3,10/30/2022,,,,,,,,,,
233.0,5189,23,12/31/2021,,,,,,,,,,
46.0,506,3,01/10/2023,,,,,,,,,,
19.0,286,0,09/05/2023,,,,,,,,,,
71.0,1355,18,01/25/2022,,,,,,,,,,
9.0,45,1,04/05/2024,,,,,,,,,,
32.0,171,0,11/19/2023,,,,,,,,,,
54.0,564,5,04/27/2021,,,,,,,,,,
20.0,413,2,01/31/2023,,,,,,,,,,
46.0,343,2,11/28/2023,,,,,,,,,,
35.0,1223,1,05/26/2022,,,,,,,,,,
23.0,1063,1,05/06/2022,,,,,,,,,,
36.0,675,3,03/25/2021,,,,,,,,,,
267.0,6818,22,01/05/2022,,,,,,,,,,
21.0,175,2,02/21/2024,,,,,,,,,,
6.0,93,1,03/06/2024,,,,,,,,,,
40.0,212,8,02/07/2021,,,,,,,,,,
32.0,988,0,07/07/2022,,,,,,,,,,
20.0,937,0,04/25/2022,,,,,,,,,,
8.0,64,0,04/04/2024,,,,,,,,,,
303.0,9560,32,01/04/2022,,,,,,,,,,
14.0,102,0,08/07/2023,,,,,,,,,,
5.0,41,0,04/17/2024,,,,,,,,,,
4.0,138,0,05/03/2024,,,,,,,,,,
24.0,205,0,11/17/2023,,,,,,,,,,
34.0,914,0,06/13/2022,,,,,,,,,,
36.0,1375,0,05/17/2022,,,,,,,,,,
25.0,182,2,02/01/2024,,,,,,,,,,
21.0,390,0,09/15/2022,,,,,,,,,,
18.0,142,2,02/22/2024,,,,,,,,,,
7.0,99,0,05/22/2023,,,,,,,,,,
7.0,28,1,03/23/2024,,,,,,,,,,
29.0,274,2,08/08/2021,,,,,,,,,,
23.0,231,0,12/23/2023,,,,,,,,,,
5.0,47,0,04/22/2024,,,,,,,,,,
189.0,3316,29,01/08/2022,,,,,,,,,,
221.0,4428,28,01/11/2022,,,,,,,,,,
3.0,36,1,05/04/2024,,,,,,,,,,
24.0,1655,2,05/11/2022,,,,,,,,,,
21.0,176,2,02/26/2023,,,,,,,,,,
60.0,1226,23,01/26/2022,,,,,,,,,,
26.0,299,1,03/27/2023,,,,,,,,,,
6.0,24,0,04/19/2024,,,,,,,,,,
40.0,384,1,12/17/2022,,,,,,,,,,
38.0,245,2,01/09/2024,,,,,,,,,,
6.0,20,1,04/21/2024,,,,,,,,,,
41.0,706,3,08/24/2022,,,,,,,,,,
4.0,20,0,05/05/2024,,,,,,,,,,
22.0,365,17,02/02/2022,,,,,,,,,,
40.0,1018,0,06/28/2022,,,,,,,,,,
29.0,1465,0,05/16/2022,,,,,,,,,,
10.0,51,0,04/08/2024,,,,,,,,,,
32.0,195,0,11/24/2023,,,,,,,,,,
