EducAttain,SERIALNO,EST_Childcare,EST_Income,EST_HousingCost,EST_TransportCost,EST_HealthCareCost,EST_FoodCost,EST_WorkHoursPerWeek,EST_ParentEducationLevel,EST_SchoolQualityIndex,EST_PublicAssistanceRecipients,EST_HomeOwnershipStatus,EST_CommunitySafetyIndex,EST_PublicTransportAccess,EST_NonWorkDaysPerYear,EST_SchoolAttendanceRate
4.0,589310,0.0,,,,,,,,,,,,,,
4.0,589435,0.0,,,,,,,,,,,,,,
4.0,589580,Other,,,,,,,,,,,,,,
4.0,589580,Other,,,,,,,,,,,,,,
1.0,589580,Other,,,,,,,,,,,,,,
1.0,589580,Other,,,,,,,,,,,,,,
4.0,589587,0.0,,,,,,,,,,,,,,
4.0,589587,0.0,,,,,,,,,,,,,,
2.0,589587,0.0,,,,,,,,,,,,,,
2.0,589587,0.0,,,,,,,,,,,,,,
4.0,589677,0.0,,,,,,,,,,,,,,
2.0,589677,0.0,,,,,,,,,,,,,,
2.0,589714,0.0,,,,,,,,,,,,,,
3.0,589714,0.0,,,,,,,,,,,,,,
,589714,0.0,,,,,,,,,,,,,,
3.0,589734,0.0,,,,,,,,,,,,,,
1.0,589734,0.0,,,,,,,,,,,,,,
1.0,589734,0.0,,,,,,,,,,,,,,
,589734,0.0,,,,,,,,,,,,,,
4.0,589743,0.0,,,,,,,,,,,,,,
1.0,589793,0.0,,,,,,,,,,,,,,
4.0,589801,0.0,,,,,,,,,,,,,,
3.0,589801,0.0,,,,,,,,,,,,,,
4.0,589804,0.0,,,,,,,,,,,,,,
4.0,589804,0.0,,,,,,,,,,,,,,
3.0,589814,0.0,,,,,,,,,,,,,,
3.0,589814,0.0,,,,,,,,,,,,,,
4.0,590086,0.0,,,,,,,,,,,,,,
2.0,590086,0.0,,,,,,,,,,,,,,
4.0,590106,0.0,,,,,,,,,,,,,,
4.0,590242,0.0,,,,,,,,,,,,,,
4.0,590298,0.0,,,,,,,,,,,,,,
3.0,590314,0.0,,,,,,,,,,,,,,
2.0,590314,0.0,,,,,,,,,,,,,,
1.0,590314,0.0,,,,,,,,,,,,,,
2.0,590370,0.0,,,,,,,,,,,,,,
4.0,590370,0.0,,,,,,,,,,,,,,
1.0,590370,0.0,,,,,,,,,,,,,,
3.0,590370,0.0,,,,,,,,,,,,,,
4.0,590423,0.0,,,,,,,,,,,,,,
3.0,590423,0.0,,,,,,,,,,,,,,
1.0,590453,0.0,,,,,,,,,,,,,,
3.0,590453,0.0,,,,,,,,,,,,,,
4.0,590453,0.0,,,,,,,,,,,,,,
3.0,590487,0.0,,,,,,,,,,,,,,
3.0,590524,0.0,,,,,,,,,,,,,,
4.0,590533,0.0,,,,,,,,,,,,,,
4.0,590645,0.0,,,,,,,,,,,,,,
4.0,590677,Other,,,,,,,,,,,,,,
4.0,590677,Other,,,,,,,,,,,,,,
1.0,590677,Other,,,,,,,,,,,,,,
,590677,Other,,,,,,,,,,,,,,
2.0,590743,Other,,,,,,,,,,,,,,
2.0,590743,Other,,,,,,,,,,,,,,
1.0,590743,Other,,,,,,,,,,,,,,
1.0,590743,Other,,,,,,,,,,,,,,
2.0,590758,0.0,,,,,,,,,,,,,,
1.0,590758,0.0,,,,,,,,,,,,,,
,590758,0.0,,,,,,,,,,,,,,
,590758,0.0,,,,,,,,,,,,,,
,590758,0.0,,,,,,,,,,,,,,
2.0,590868,0.0,,,,,,,,,,,,,,
4.0,590868,0.0,,,,,,,,,,,,,,
1.0,590868,0.0,,,,,,,,,,,,,,
3.0,590940,0.0,,,,,,,,,,,,,,
2.0,590945,Other,,,,,,,,,,,,,,
3.0,590945,Other,,,,,,,,,,,,,,
1.0,590945,Other,,,,,,,,,,,,,,
,590945,Other,,,,,,,,,,,,,,
3.0,591030,0.0,,,,,,,,,,,,,,
4.0,591077,0.0,,,,,,,,,,,,,,
1.0,591077,0.0,,,,,,,,,,,,,,
4.0,591099,0.0,,,,,,,,,,,,,,
3.0,591247,0.0,,,,,,,,,,,,,,
1.0,591247,0.0,,,,,,,,,,,,,,
4.0,591303,0.0,,,,,,,,,,,,,,
4.0,591303,0.0,,,,,,,,,,,,,,
4.0,591381,Other,,,,,,,,,,,,,,
4.0,591381,Other,,,,,,,,,,,,,,
1.0,591381,Other,,,,,,,,,,,,,,
1.0,591381,Other,,,,,,,,,,,,,,
1.0,591381,Other,,,,,,,,,,,,,,
1.0,591381,Other,,,,,,,,,,,,,,
4.0,591471,0.0,,,,,,,,,,,,,,
4.0,591534,0.0,,,,,,,,,,,,,,
3.0,591534,0.0,,,,,,,,,,,,,,
,591534,0.0,,,,,,,,,,,,,,
4.0,591552,0.0,,,,,,,,,,,,,,
2.0,591552,0.0,,,,,,,,,,,,,,
3.0,591552,0.0,,,,,,,,,,,,,,
2.0,591654,0.0,,,,,,,,,,,,,,
1.0,591654,0.0,,,,,,,,,,,,,,
1.0,591654,0.0,,,,,,,,,,,,,,
4.0,591654,0.0,,,,,,,,,,,,,,
4.0,591654,0.0,,,,,,,,,,,,,,
2.0,591759,0.0,,,,,,,,,,,,,,
2.0,591759,0.0,,,,,,,,,,,,,,
1.0,591759,0.0,,,,,,,,,,,,,,
1.0,591759,0.0,,,,,,,,,,,,,,
2.0,591768,0.0,,,,,,,,,,,,,,
2.0,591768,0.0,,,,,,,,,,,,,,
1.0,591768,0.0,,,,,,,,,,,,,,
,591768,0.0,,,,,,,,,,,,,,
2.0,591992,0.0,,,,,,,,,,,,,,
4.0,591995,0.0,,,,,,,,,,,,,,
1.0,592066,0.0,,,,,,,,,,,,,,
1.0,592066,0.0,,,,,,,,,,,,,,
3.0,592066,0.0,,,,,,,,,,,,,,
2.0,592078,0.0,,,,,,,,,,,,,,
3.0,592078,0.0,,,,,,,,,,,,,,
1.0,592078,0.0,,,,,,,,,,,,,,
3.0,592078,0.0,,,,,,,,,,,,,,
4.0,592141,Other,,,,,,,,,,,,,,
4.0,592141,Other,,,,,,,,,,,,,,
,592141,Other,,,,,,,,,,,,,,
4.0,592196,Other,,,,,,,,,,,,,,
4.0,592196,Other,,,,,,,,,,,,,,
1.0,592196,Other,,,,,,,,,,,,,,
1.0,592196,Other,,,,,,,,,,,,,,
1.0,592196,Other,,,,,,,,,,,,,,
1.0,592196,Other,,,,,,,,,,,,,,
,592196,Other,,,,,,,,,,,,,,
2.0,592209,0.0,,,,,,,,,,,,,,
1.0,592209,0.0,,,,,,,,,,,,,,
1.0,592209,0.0,,,,,,,,,,,,,,
,592209,0.0,,,,,,,,,,,,,,
,592209,0.0,,,,,,,,,,,,,,
4.0,592251,0.0,,,,,,,,,,,,,,
3.0,592260,0.0,,,,,,,,,,,,,,
3.0,592286,0.0,,,,,,,,,,,,,,
3.0,592286,0.0,,,,,,,,,,,,,,
3.0,592286,0.0,,,,,,,,,,,,,,
3.0,592340,0.0,,,,,,,,,,,,,,
2.0,592368,0.0,,,,,,,,,,,,,,
2.0,592368,0.0,,,,,,,,,,,,,,
2.0,592378,Other,,,,,,,,,,,,,,
2.0,592378,Other,,,,,,,,,,,,,,
1.0,592378,Other,,,,,,,,,,,,,,
1.0,592378,Other,,,,,,,,,,,,,,
1.0,592378,Other,,,,,,,,,,,,,,
1.0,592378,Other,,,,,,,,,,,,,,
3.0,592393,0.0,,,,,,,,,,,,,,
1.0,592393,0.0,,,,,,,,,,,,,,
1.0,592393,0.0,,,,,,,,,,,,,,
2.0,592393,0.0,,,,,,,,,,,,,,
1.0,592393,0.0,,,,,,,,,,,,,,
2.0,592393,0.0,,,,,,,,,,,,,,
2.0,592404,0.0,,,,,,,,,,,,,,
1.0,592404,0.0,,,,,,,,,,,,,,
2.0,592404,0.0,,,,,,,,,,,,,,
1.0,592404,0.0,,,,,,,,,,,,,,
1.0,592404,0.0,,,,,,,,,,,,,,
4.0,592404,0.0,,,,,,,,,,,,,,
4.0,592499,0.0,,,,,,,,,,,,,,
3.0,592499,0.0,,,,,,,,,,,,,,
2.0,592499,0.0,,,,,,,,,,,,,,
3.0,592499,0.0,,,,,,,,,,,,,,
3.0,592499,0.0,,,,,,,,,,,,,,
1.0,592499,0.0,,,,,,,,,,,,,,
1.0,592499,0.0,,,,,,,,,,,,,,
3.0,592514,Other,,,,,,,,,,,,,,
1.0,592514,Other,,,,,,,,,,,,,,
1.0,592514,Other,,,,,,,,,,,,,,
4.0,592514,Other,,,,,,,,,,,,,,
3.0,592604,0.0,,,,,,,,,,,,,,
1.0,592731,0.0,,,,,,,,,,,,,,
2.0,592732,0.0,,,,,,,,,,,,,,
4.0,592752,0.0,,,,,,,,,,,,,,
3.0,592824,0.0,,,,,,,,,,,,,,
3.0,592824,0.0,,,,,,,,,,,,,,
4.0,592837,Other,,,,,,,,,,,,,,
1.0,592837,Other,,,,,,,,,,,,,,
,592837,Other,,,,,,,,,,,,,,
4.0,592837,0.0,,,,,,,,,,,,,,
4.0,592849,0.0,,,,,,,,,,,,,,
4.0,592849,0.0,,,,,,,,,,,,,,
4.0,592881,0.0,,,,,,,,,,,,,,
3.0,592881,0.0,,,,,,,,,,,,,,
2.0,592914,0.0,,,,,,,,,,,,,,
4.0,592914,0.0,,,,,,,,,,,,,,
3.0,592933,0.0,,,,,,,,,,,,,,
3.0,592933,0.0,,,,,,,,,,,,,,
1.0,592933,0.0,,,,,,,,,,,,,,
1.0,592933,0.0,,,,,,,,,,,,,,
2.0,592978,0.0,,,,,,,,,,,,,,
4.0,593014,0.0,,,,,,,,,,,,,,
4.0,593014,0.0,,,,,,,,,,,,,,
3.0,593034,0.0,,,,,,,,,,,,,,
1.0,593034,0.0,,,,,,,,,,,,,,
1.0,593046,0.0,,,,,,,,,,,,,,
4.0,593068,0.0,,,,,,,,,,,,,,
4.0,593068,0.0,,,,,,,,,,,,,,
4.0,593068,0.0,,,,,,,,,,,,,,
2.0,593068,0.0,,,,,,,,,,,,,,
2.0,593068,0.0,,,,,,,,,,,,,,
1.0,593068,0.0,,,,,,,,,,,,,,
1.0,593068,0.0,,,,,,,,,,,,,,
1.0,593068,0.0,,,,,,,,,,,,,,
1.0,593068,0.0,,,,,,,,,,,,,,
4.0,593068,0.0,,,,,,,,,,,,,,
2.0,593068,0.0,,,,,,,,,,,,,,
4.0,593068,0.0,,,,,,,,,,,,,,
3.0,593068,0.0,,,,,,,,,,,,,,
4.0,593079,0.0,,,,,,,,,,,,,,
4.0,593079,0.0,,,,,,,,,,,,,,
2.0,593099,0.0,,,,,,,,,,,,,,
2.0,593099,0.0,,,,,,,,,,,,,,
4.0,593102,0.0,,,,,,,,,,,,,,
4.0,593164,0.0,,,,,,,,,,,,,,
4.0,593164,0.0,,,,,,,,,,,,,,
4.0,593211,0.0,,,,,,,,,,,,,,
1.0,593211,0.0,,,,,,,,,,,,,,
4.0,593211,0.0,,,,,,,,,,,,,,
4.0,593233,0.0,,,,,,,,,,,,,,
4.0,593233,0.0,,,,,,,,,,,,,,
4.0,593253,Other,,,,,,,,,,,,,,
4.0,593253,Other,,,,,,,,,,,,,,
,593253,Other,,,,,,,,,,,,,,
,593253,Other,,,,,,,,,,,,,,
4.0,593358,0.0,,,,,,,,,,,,,,
4.0,593374,0.0,,,,,,,,,,,,,,
4.0,593380,0.0,,,,,,,,,,,,,,
4.0,593380,0.0,,,,,,,,,,,,,,
3.0,593458,0.0,,,,,,,,,,,,,,
2.0,593498,0.0,,,,,,,,,,,,,,
4.0,593498,0.0,,,,,,,,,,,,,,
4.0,593588,0.0,,,,,,,,,,,,,,
4.0,593588,0.0,,,,,,,,,,,,,,
4.0,593588,0.0,,,,,,,,,,,,,,
1.0,593732,0.0,,,,,,,,,,,,,,
1.0,593732,0.0,,,,,,,,,,,,,,
4.0,593732,0.0,,,,,,,,,,,,,,
2.0,593732,0.0,,,,,,,,,,,,,,
4.0,593781,0.0,,,,,,,,,,,,,,
4.0,593781,0.0,,,,,,,,,,,,,,
1.0,593781,0.0,,,,,,,,,,,,,,
1.0,593781,0.0,,,,,,,,,,,,,,
3.0,593820,0.0,,,,,,,,,,,,,,
2.0,594113,0.0,,,,,,,,,,,,,,
4.0,594185,0.0,,,,,,,,,,,,,,
4.0,594208,0.0,,,,,,,,,,,,,,
4.0,594208,0.0,,,,,,,,,,,,,,
4.0,594208,0.0,,,,,,,,,,,,,,
4.0,594225,0.0,,,,,,,,,,,,,,
3.0,594225,0.0,,,,,,,,,,,,,,
4.0,594225,0.0,,,,,,,,,,,,,,
1.0,594310,0.0,,,,,,,,,,,,,,
1.0,594310,0.0,,,,,,,,,,,,,,
1.0,594310,0.0,,,,,,,,,,,,,,
1.0,594310,0.0,,,,,,,,,,,,,,
1.0,594339,0.0,,,,,,,,,,,,,,
1.0,594339,0.0,,,,,,,,,,,,,,
4.0,594340,0.0,,,,,,,,,,,,,,
4.0,594369,0.0,,,,,,,,,,,,,,
1.0,594369,0.0,,,,,,,,,,,,,,
1.0,594369,0.0,,,,,,,,,,,,,,
3.0,594440,0.0,,,,,,,,,,,,,,
2.0,594440,0.0,,,,,,,,,,,,,,
4.0,594440,0.0,,,,,,,,,,,,,,
3.0,594473,0.0,,,,,,,,,,,,,,
4.0,594495,0.0,,,,,,,,,,,,,,
4.0,594495,0.0,,,,,,,,,,,,,,
3.0,594608,0.0,,,,,,,,,,,,,,
2.0,594608,0.0,,,,,,,,,,,,,,
3.0,594608,0.0,,,,,,,,,,,,,,
3.0,594613,0.0,,,,,,,,,,,,,,
2.0,594613,0.0,,,,,,,,,,,,,,
1.0,594648,0.0,,,,,,,,,,,,,,
4.0,594648,0.0,,,,,,,,,,,,,,
4.0,594648,0.0,,,,,,,,,,,,,,
1.0,594673,0.0,,,,,,,,,,,,,,
4.0,594977,0.0,,,,,,,,,,,,,,
3.0,594984,0.0,,,,,,,,,,,,,,
2.0,594984,0.0,,,,,,,,,,,,,,
1.0,594984,0.0,,,,,,,,,,,,,,
1.0,594984,0.0,,,,,,,,,,,,,,
3.0,595002,0.0,,,,,,,,,,,,,,
2.0,595002,0.0,,,,,,,,,,,,,,
2.0,595002,0.0,,,,,,,,,,,,,,
3.0,595002,0.0,,,,,,,,,,,,,,
4.0,595047,0.0,,,,,,,,,,,,,,
4.0,595047,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
3.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
3.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
4.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
3.0,595069,0.0,,,,,,,,,,,,,,
1.0,595069,0.0,,,,,,,,,,,,,,
2.0,595069,0.0,,,,,,,,,,,,,,
3.0,595088,0.0,,,,,,,,,,,,,,
2.0,595088,0.0,,,,,,,,,,,,,,
3.0,595097,0.0,,,,,,,,,,,,,,
2.0,595097,0.0,,,,,,,,,,,,,,
3.0,595176,0.0,,,,,,,,,,,,,,
4.0,595235,0.0,,,,,,,,,,,,,,
3.0,595241,0.0,,,,,,,,,,,,,,
2.0,595291,0.0,,,,,,,,,,,,,,
4.0,595291,0.0,,,,,,,,,,,,,,
1.0,595291,0.0,,,,,,,,,,,,,,
2.0,595327,0.0,,,,,,,,,,,,,,
1.0,595405,0.0,,,,,,,,,,,,,,
1.0,595405,0.0,,,,,,,,,,,,,,
2.0,595405,0.0,,,,,,,,,,,,,,
3.0,595405,0.0,,,,,,,,,,,,,,
1.0,595405,0.0,,,,,,,,,,,,,,
1.0,595405,0.0,,,,,,,,,,,,,,
3.0,595468,0.0,,,,,,,,,,,,,,
1.0,595468,0.0,,,,,,,,,,,,,,
1.0,595468,0.0,,,,,,,,,,,,,,
1.0,595468,0.0,,,,,,,,,,,,,,
,595468,0.0,,,,,,,,,,,,,,
3.0,595574,0.0,,,,,,,,,,,,,,
4.0,595598,0.0,,,,,,,,,,,,,,
1.0,595598,0.0,,,,,,,,,,,,,,
1.0,595598,0.0,,,,,,,,,,,,,,
2.0,595806,0.0,,,,,,,,,,,,,,
1.0,595885,0.0,,,,,,,,,,,,,,
2.0,595885,0.0,,,,,,,,,,,,,,
3.0,595910,0.0,,,,,,,,,,,,,,
2.0,595910,0.0,,,,,,,,,,,,,,
3.0,595910,0.0,,,,,,,,,,,,,,
3.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
1.0,595910,0.0,,,,,,,,,,,,,,
4.0,595910,0.0,,,,,,,,,,,,,,
3.0,595910,0.0,,,,,,,,,,,,,,
3.0,595910,0.0,,,,,,,,,,,,,,
3.0,595936,Other,,,,,,,,,,,,,,
2.0,596977,0.0,,,,,,,,,,,,,,
3.0,595936,Other,,,,,,,,,,,,,,
1.0,595936,Other,,,,,,,,,,,,,,
1.0,595936,Other,,,,,,,,,,,,,,
3.0,595938,0.0,,,,,,,,,,,,,,
4.0,595967,0.0,,,,,,,,,,,,,,
3.0,595967,0.0,,,,,,,,,,,,,,
2.0,595969,0.0,,,,,,,,,,,,,,
3.0,596092,0.0,,,,,,,,,,,,,,
1.0,596092,0.0,,,,,,,,,,,,,,
1.0,596092,0.0,,,,,,,,,,,,,,
3.0,596092,0.0,,,,,,,,,,,,,,
2.0,596122,0.0,,,,,,,,,,,,,,
2.0,596216,0.0,,,,,,,,,,,,,,
4.0,596235,0.0,,,,,,,,,,,,,,
2.0,596354,0.0,,,,,,,,,,,,,,
3.0,596354,0.0,,,,,,,,,,,,,,
3.0,596354,0.0,,,,,,,,,,,,,,
2.0,596373,0.0,,,,,,,,,,,,,,
4.0,596388,0.0,,,,,,,,,,,,,,
1.0,596388,0.0,,,,,,,,,,,,,,
2.0,596413,0.0,,,,,,,,,,,,,,
2.0,596413,0.0,,,,,,,,,,,,,,
2.0,596413,0.0,,,,,,,,,,,,,,
2.0,596449,0.0,,,,,,,,,,,,,,
1.0,596449,0.0,,,,,,,,,,,,,,
1.0,596449,0.0,,,,,,,,,,,,,,
1.0,596449,0.0,,,,,,,,,,,,,,
1.0,596510,0.0,,,,,,,,,,,,,,
2.0,596549,0.0,,,,,,,,,,,,,,
1.0,596549,0.0,,,,,,,,,,,,,,
2.0,596551,0.0,,,,,,,,,,,,,,
3.0,596551,0.0,,,,,,,,,,,,,,
3.0,596569,0.0,,,,,,,,,,,,,,
1.0,596569,0.0,,,,,,,,,,,,,,
4.0,596673,0.0,,,,,,,,,,,,,,
1.0,596673,0.0,,,,,,,,,,,,,,
1.0,596673,0.0,,,,,,,,,,,,,,
3.0,596709,0.0,,,,,,,,,,,,,,
1.0,596709,0.0,,,,,,,,,,,,,,
1.0,596709,0.0,,,,,,,,,,,,,,
4.0,596763,0.0,,,,,,,,,,,,,,
4.0,596763,0.0,,,,,,,,,,,,,,
4.0,596935,0.0,,,,,,,,,,,,,,
2.0,596977,0.0,,,,,,,,,,,,,,
3.0,597043,0.0,,,,,,,,,,,,,,
3.0,597043,0.0,,,,,,,,,,,,,,
4.0,597043,0.0,,,,,,,,,,,,,,
1.0,597043,0.0,,,,,,,,,,,,,,
2.0,597072,0.0,,,,,,,,,,,,,,
4.0,597088,0.0,,,,,,,,,,,,,,
4.0,597088,0.0,,,,,,,,,,,,,,
1.0,597117,0.0,,,,,,,,,,,,,,
2.0,597117,0.0,,,,,,,,,,,,,,
4.0,597318,0.0,,,,,,,,,,,,,,
3.0,597323,0.0,,,,,,,,,,,,,,
1.0,597325,0.0,,,,,,,,,,,,,,
1.0,597325,0.0,,,,,,,,,,,,,,
4.0,597352,0.0,,,,,,,,,,,,,,
2.0,597352,0.0,,,,,,,,,,,,,,
3.0,597463,0.0,,,,,,,,,,,,,,
2.0,597463,0.0,,,,,,,,,,,,,,
1.0,597463,0.0,,,,,,,,,,,,,,
1.0,597463,0.0,,,,,,,,,,,,,,
1.0,597463,0.0,,,,,,,,,,,,,,
1.0,597463,0.0,,,,,,,,,,,,,,
4.0,597466,0.0,,,,,,,,,,,,,,
2.0,597621,0.0,,,,,,,,,,,,,,
2.0,597621,0.0,,,,,,,,,,,,,,
3.0,597717,0.0,,,,,,,,,,,,,,
1.0,597717,0.0,,,,,,,,,,,,,,
4.0,597925,0.0,,,,,,,,,,,,,,
3.0,597925,0.0,,,,,,,,,,,,,,
4.0,598051,0.0,,,,,,,,,,,,,,
4.0,598051,0.0,,,,,,,,,,,,,,
3.0,598052,0.0,,,,,,,,,,,,,,
3.0,598052,0.0,,,,,,,,,,,,,,
3.0,598052,0.0,,,,,,,,,,,,,,
3.0,598090,0.0,,,,,,,,,,,,,,
3.0,598134,0.0,,,,,,,,,,,,,,
4.0,598164,0.0,,,,,,,,,,,,,,
4.0,598164,0.0,,,,,,,,,,,,,,
1.0,598212,0.0,,,,,,,,,,,,,,
1.0,598212,0.0,,,,,,,,,,,,,,
1.0,598212,0.0,,,,,,,,,,,,,,
2.0,598212,0.0,,,,,,,,,,,,,,
2.0,598317,0.0,,,,,,,,,,,,,,
3.0,598317,0.0,,,,,,,,,,,,,,
1.0,598317,0.0,,,,,,,,,,,,,,
2.0,598317,0.0,,,,,,,,,,,,,,
3.0,598370,0.0,,,,,,,,,,,,,,
4.0,598370,0.0,,,,,,,,,,,,,,
1.0,598370,0.0,,,,,,,,,,,,,,
1.0,598370,0.0,,,,,,,,,,,,,,
1.0,598370,0.0,,,,,,,,,,,,,,
1.0,598370,0.0,,,,,,,,,,,,,,
4.0,598510,0.0,,,,,,,,,,,,,,
1.0,598577,0.0,,,,,,,,,,,,,,
4.0,598605,0.0,,,,,,,,,,,,,,
2.0,598627,0.0,,,,,,,,,,,,,,
1.0,598627,0.0,,,,,,,,,,,,,,
1.0,598627,0.0,,,,,,,,,,,,,,
4.0,598641,0.0,,,,,,,,,,,,,,
4.0,598641,0.0,,,,,,,,,,,,,,
4.0,598702,0.0,,,,,,,,,,,,,,
3.0,598702,0.0,,,,,,,,,,,,,,
2.0,598804,0.0,,,,,,,,,,,,,,
2.0,598804,0.0,,,,,,,,,,,,,,
1.0,598804,0.0,,,,,,,,,,,,,,
1.0,598804,0.0,,,,,,,,,,,,,,
3.0,598937,0.0,,,,,,,,,,,,,,
1.0,598937,0.0,,,,,,,,,,,,,,
1.0,598937,0.0,,,,,,,,,,,,,,
2.0,598937,0.0,,,,,,,,,,,,,,
3.0,598937,0.0,,,,,,,,,,,,,,
2.0,598973,0.0,,,,,,,,,,,,,,
1.0,598987,0.0,,,,,,,,,,,,,,
4.0,599016,0.0,,,,,,,,,,,,,,
4.0,599016,0.0,,,,,,,,,,,,,,
4.0,599179,0.0,,,,,,,,,,,,,,
4.0,599179,0.0,,,,,,,,,,,,,,
4.0,599179,0.0,,,,,,,,,,,,,,
4.0,599195,0.0,,,,,,,,,,,,,,
4.0,599195,0.0,,,,,,,,,,,,,,
1.0,599195,0.0,,,,,,,,,,,,,,
1.0,599195,0.0,,,,,,,,,,,,,,
4.0,599195,0.0,,,,,,,,,,,,,,
1.0,599195,0.0,,,,,,,,,,,,,,
3.0,599227,0.0,,,,,,,,,,,,,,
4.0,599348,0.0,,,,,,,,,,,,,,
2.0,599348,0.0,,,,,,,,,,,,,,
4.0,599348,0.0,,,,,,,,,,,,,,
3.0,599349,0.0,,,,,,,,,,,,,,
3.0,599349,0.0,,,,,,,,,,,,,,
1.0,599349,0.0,,,,,,,,,,,,,,
1.0,599349,0.0,,,,,,,,,,,,,,
4.0,599358,0.0,,,,,,,,,,,,,,
4.0,599358,0.0,,,,,,,,,,,,,,
1.0,599358,0.0,,,,,,,,,,,,,,
4.0,599362,0.0,,,,,,,,,,,,,,
4.0,599362,0.0,,,,,,,,,,,,,,
4.0,599362,0.0,,,,,,,,,,,,,,
4.0,599383,Other,,,,,,,,,,,,,,
3.0,599383,Other,,,,,,,,,,,,,,
1.0,599383,Other,,,,,,,,,,,,,,
1.0,599383,Other,,,,,,,,,,,,,,
1.0,599383,Other,,,,,,,,,,,,,,
3.0,599445,0.0,,,,,,,,,,,,,,
4.0,599446,0.0,,,,,,,,,,,,,,
4.0,599446,0.0,,,,,,,,,,,,,,
1.0,599446,0.0,,,,,,,,,,,,,,
1.0,599446,0.0,,,,,,,,,,,,,,
3.0,599455,0.0,,,,,,,,,,,,,,
3.0,599509,0.0,,,,,,,,,,,,,,
1.0,599509,0.0,,,,,,,,,,,,,,
1.0,599509,0.0,,,,,,,,,,,,,,
2.0,599509,0.0,,,,,,,,,,,,,,
4.0,599509,0.0,,,,,,,,,,,,,,
4.0,599660,0.0,,,,,,,,,,,,,,
4.0,599660,0.0,,,,,,,,,,,,,,
4.0,599839,0.0,,,,,,,,,,,,,,
4.0,599839,0.0,,,,,,,,,,,,,,
4.0,599839,0.0,,,,,,,,,,,,,,
1.0,599844,0.0,,,,,,,,,,,,,,
3.0,599955,0.0,,,,,,,,,,,,,,
4.0,600069,0.0,,,,,,,,,,,,,,
4.0,600069,0.0,,,,,,,,,,,,,,
1.0,600077,0.0,,,,,,,,,,,,,,
3.0,600127,0.0,,,,,,,,,,,,,,
1.0,600127,0.0,,,,,,,,,,,,,,
1.0,600127,0.0,,,,,,,,,,,,,,
1.0,600127,0.0,,,,,,,,,,,,,,
2.0,600184,0.0,,,,,,,,,,,,,,
4.0,600184,0.0,,,,,,,,,,,,,,
2.0,600184,0.0,,,,,,,,,,,,,,
4.0,600204,0.0,,,,,,,,,,,,,,
4.0,600204,0.0,,,,,,,,,,,,,,
3.0,600204,0.0,,,,,,,,,,,,,,
2.0,600204,0.0,,,,,,,,,,,,,,
1.0,600204,0.0,,,,,,,,,,,,,,
1.0,600209,0.0,,,,,,,,,,,,,,
1.0,600209,0.0,,,,,,,,,,,,,,
3.0,600209,0.0,,,,,,,,,,,,,,
4.0,600231,0.0,,,,,,,,,,,,,,
4.0,600231,0.0,,,,,,,,,,,,,,
1.0,600231,0.0,,,,,,,,,,,,,,
1.0,600231,0.0,,,,,,,,,,,,,,
4.0,600261,Other,,,,,,,,,,,,,,
1.0,600261,Other,,,,,,,,,,,,,,
1.0,600261,Other,,,,,,,,,,,,,,
3.0,600283,0.0,,,,,,,,,,,,,,
2.0,600283,0.0,,,,,,,,,,,,,,
2.0,600283,0.0,,,,,,,,,,,,,,
2.0,600283,0.0,,,,,,,,,,,,,,
4.0,600289,0.0,,,,,,,,,,,,,,
3.0,600324,0.0,,,,,,,,,,,,,,
1.0,600324,0.0,,,,,,,,,,,,,,
2.0,600324,0.0,,,,,,,,,,,,,,
1.0,600324,0.0,,,,,,,,,,,,,,
4.0,600324,0.0,,,,,,,,,,,,,,
1.0,600426,0.0,,,,,,,,,,,,,,
1.0,600426,0.0,,,,,,,,,,,,,,
1.0,600426,0.0,,,,,,,,,,,,,,
1.0,600426,0.0,,,,,,,,,,,,,,
3.0,600430,0.0,,,,,,,,,,,,,,
3.0,600430,0.0,,,,,,,,,,,,,,
1.0,600542,0.0,,,,,,,,,,,,,,
1.0,600542,0.0,,,,,,,,,,,,,,
1.0,600587,0.0,,,,,,,,,,,,,,
1.0,600587,0.0,,,,,,,,,,,,,,
2.0,600721,0.0,,,,,,,,,,,,,,
3.0,600770,0.0,,,,,,,,,,,,,,
4.0,600803,0.0,,,,,,,,,,,,,,
2.0,600855,0.0,,,,,,,,,,,,,,
2.0,600855,0.0,,,,,,,,,,,,,,
1.0,600855,0.0,,,,,,,,,,,,,,
4.0,600860,0.0,,,,,,,,,,,,,,
